,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
5305,ID_FZVVAO9,2010-07-12,2011-07-11,Male,60.0,2010-07-12,1,Saloon,,Nissan,,,CarSafe,0
5306,ID_FZY0HTQ,2010-02-20,2011-02-19,Male,44.0,2010-02-20,1,Saloon,,TOYOTA,,,CarSafe,0
5307,ID_FZZN3CE,2010-08-06,2011-08-05,Male,,2010-08-06,1,,,nan,Victoria Island,Lagos,CVTP,0
5308,ID_G00ANTN,2010-06-20,2011-06-19,Male,50.0,2010-06-20,3,JEEP,Black,Ford,,,Car Plus,0
5309,ID_G00HEVS,2010-10-07,2011-10-06,Female,26.0,2010-10-07,1,,,nan,,,CarSafe,0
5310,ID_G0BR94E,2010-06-27,2011-06-26,Male,63.0,2010-06-27,1,Saloon,,Honda,,,CarSafe,0
5311,ID_G0GWI65,2010-03-11,2011-03-10,Male,49.0,2010-03-11,1,JEEP,,TOYOTA,Victoria Island,Lagos,CarSafe,0
5312,ID_G0I4BW9,2010-03-29,2011-03-28,Female,34.0,2010-03-29,1,Saloon,,Ford,,,CarSafe,0
5313,ID_G0M08AE,2010-04-18,2011-04-17,Male,27.0,2010-04-18,1,Saloon,,TOYOTA,,,CarFlex,1
5314,ID_G0PMF1F,2010-10-25,2011-04-24,Male,38.0,2010-10-25,1,,Black,Mercedes,Victoria Island,Lagos,Car Classic,0
5315,ID_G0XLTX8,2010-02-18,2011-02-17,Male,52.0,2010-02-18,4,Saloon,,TOYOTA,Victoria Island,Lagos,Customized Motor,1
5316,ID_G10543Q,2010-04-14,2011-04-13,Male,77.0,2010-04-14,1,Saloon,Gold,TOYOTA,Ajeromi-Ifelodun,Ajeromi-Ifelodun,Car Classic,0
5317,ID_G10DILK,2010-05-20,2011-05-19,Male,45.0,2010-05-20,3,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
5318,ID_G12YO87,2010-06-19,2011-06-18,Female,37.0,2010-06-19,1,Saloon,Grey,Hyundai,,,Car Classic,0
5319,ID_G18B05M,2010-10-21,2011-10-20,Male,,2010-10-21,1,,,nan,Victoria Island,Lagos,CVTP,0
5320,ID_G1AFMZJ,2010-01-21,2011-01-20,Male,41.0,2010-01-21,1,JEEP,Grey,TOYOTA,Mushin,Lagos,Car Classic,0
5321,ID_G1C2BKM,2010-06-19,2011-06-18,Male,35.0,2010-06-19,1,Saloon,,TOYOTA,,,CarSafe,0
5322,ID_G1WN8W5,2010-07-25,2011-07-24,,,2010-07-25,2,,,nan,Osogbo,Osun,CVTP,0
5323,ID_G24TFHQ,2010-01-16,2011-01-15,Female,52.0,2010-01-16,1,JEEP,,Ford,Lagos Island,Lagos,Car Classic,0
5324,ID_G24ZQKD,2010-02-18,2011-02-17,Male,38.0,2010-02-18,2,Saloon,,TOYOTA,,,CarSafe,0
5325,ID_G28GDHU,2010-07-21,2011-06-24,Male,37.0,2010-07-21,1,Saloon,Grey,TOYOTA,,,Car Classic,1
5326,ID_G2EBT60,2010-07-30,2011-07-29,Male,63.0,2010-07-30,1,JEEP,,TOYOTA,Victoria Island,Lagos,Car Classic,0
5327,ID_G2GHS2D,2010-05-10,2011-05-09,Female,40.0,2010-05-10,1,Saloon,,Kia,,,CarSafe,0
5328,ID_G2L6CCA,2010-07-03,2011-07-02,Male,30.0,2010-07-03,1,Saloon,,Range Rover,,,CarSafe,0
5329,ID_G2LOKLR,2010-10-09,2011-10-08,Male,50.0,2010-10-09,1,Saloon,,Mazda,,,CarSafe,0
5330,ID_G2MVKOT,2010-06-03,2011-06-02,,,2010-06-03,1,Saloon,,TOYOTA,,,CarSafe,0
5331,ID_G2O2OTI,2010-09-02,2011-09-01,Male,50.0,2010-09-02,2,,,nan,,,CarSafe,0
5332,ID_G2OZX1H,2010-07-17,2011-07-16,Female,52.0,2010-07-17,1,Saloon,Grey,TOYOTA,,,Car Classic,0
5333,ID_G2PM85I,2010-06-28,2011-06-27,Female,42.0,2010-06-28,1,Saloon,,TOYOTA,,,CarSafe,0
5334,ID_G2SAEO9,2010-05-22,2011-05-21,Male,52.0,2010-05-22,1,Saloon,,TOYOTA,,,CarSafe,0
5335,ID_G2ZXT45,2010-11-07,2011-11-06,Joint Gender,50.0,2010-11-07,1,Saloon,,Honda,,,CarSafe,0
5336,ID_G3A7RM8,2010-08-02,2011-08-01,Male,75.0,2010-08-02,1,Saloon,,TOYOTA,,,CarSafe,0
5337,ID_G3AI5G7,2010-09-27,2011-09-26,Female,36.0,2010-09-27,1,,,nan,,,CarSafe,0
5338,ID_G3E0VBL,2010-05-17,2011-05-16,Female,41.0,2010-05-17,1,JEEP,Red,TOYOTA,,,Car Classic,1
5339,ID_G3GFGTP,2010-12-13,2011-05-14,Male,,2010-12-13,1,,,nan,,,Car Classic,0
5340,ID_G3K6LXN,2010-10-10,2011-10-09,Male,36.0,2010-10-10,2,Saloon,,Mercedes,ENUGU EAST,ENUGU-EAST,Car Classic,0
5341,ID_G3KHXJI,2010-01-29,2011-01-28,Male,40.0,2010-01-29,1,Saloon,,TOYOTA,,,CarSafe,0
5342,ID_G3OXPWI,2010-07-31,2011-07-30,Female,34.0,2010-07-31,1,,,nan,,,Car Classic,0
5343,ID_G3ZBTAH,2010-03-29,2011-03-28,Female,56.0,2010-03-29,1,JEEP,Black,Ford,,,Car Plus,0
5344,ID_G4B04JA,2010-09-12,2011-09-11,Male,41.0,2010-09-12,1,,,nan,,,CarSafe,0
5345,ID_G4BMQJD,2010-06-06,2011-06-05,Male,65.0,2010-06-06,4,JEEP,,Mercedes,Ikeja,Lagos,Muuve,0
5346,ID_G4E46AV,2010-12-18,2011-05-08,Female,33.0,2010-12-18,1,JEEP,Red,TOYOTA,Victoria Island,Lagos,Car Classic,0
5347,ID_G4IUQGW,2010-09-11,2011-09-10,Female,32.0,2010-09-11,1,Saloon,,TOYOTA,,,CarSafe,0
5348,ID_G4KT5VB,2010-05-07,2011-05-06,Female,42.0,2010-05-07,1,Saloon,Ash,TOYOTA,,,Car Classic,0
5349,ID_G4NA8PV,2010-02-11,2011-02-10,,25.0,2010-02-11,1,,Red & White,Iveco,Victoria Island,Lagos,CVTP,1
5350,ID_G4NTLOA,2010-08-06,2011-08-05,Male,45.0,2010-08-06,1,,,nan,,,Car Classic,0
5351,ID_G4P0RST,2010-05-24,2011-05-23,Male,48.0,2010-05-24,1,JEEP,Silver,Range Rover,Ikoyi,Lagos,Customized Motor,0
5352,ID_G4SZH1S,2010-01-22,2011-01-07,Male,33.0,2010-01-22,1,Saloon,Grey,TOYOTA,,,Car Classic,1
5353,ID_G4UV9MJ,2010-06-26,2011-06-24,Male,34.0,2010-06-26,1,Saloon,,TOYOTA,,,CarSafe,0
5354,ID_G4W7XYT,2010-11-29,2011-11-28,Male,32.0,2010-11-29,1,,,nan,,,Car Classic,0
5355,ID_G4WOH36,2010-06-18,2011-06-17,Male,44.0,2010-06-18,1,Saloon,,TOYOTA,Warri,Delta,Car Classic,0
5356,ID_G50UBHO,2010-09-25,2011-09-24,Female,51.0,2010-09-25,1,,,nan,,,CarSafe,0
5357,ID_G54NIEW,2010-12-18,2011-06-04,,61.0,2010-12-18,1,,,nan,Victoria Island,Lagos,Car Classic,0
5358,ID_G5774MU,2010-02-26,2011-02-25,Female,47.0,2010-02-26,1,JEEP,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
5359,ID_G57NKHB,2010-03-08,2011-03-07,Male,59.0,2010-03-08,1,Saloon,,Subaru,Surulere,Lagos,CarSafe,0
5360,ID_G59U2EG,2010-05-16,2011-05-15,Female,,2010-05-16,3,JEEP,,TOYOTA,Lekki,Lagos,Car Classic,0
5361,ID_G5BAEYC,2010-02-27,2011-02-26,Male,49.0,2010-02-27,1,Saloon,,TOYOTA,,,CarSafe,0
5362,ID_G5BLR2S,2010-03-28,2011-03-27,Female,33.0,2010-03-28,1,Saloon,,Hyundai,Surulere,Lagos,Car Classic,0
5363,ID_G5C7RM9,2010-06-08,2011-06-07,Female,29.0,2010-06-08,1,Saloon,Blue,Honda,,,Car Classic,0
5364,ID_G5ESNIK,2010-09-20,2011-09-17,Male,42.0,2010-09-20,1,,,nan,,,Car Classic,1
5365,ID_G5IF9Y5,2010-01-04,2011-01-03,Male,28.0,2010-01-04,2,Saloon,White,TOYOTA,Lekki,Lagos,Car Classic,1
5366,ID_G5PEIFG,2010-07-29,2011-07-28,Male,,2010-07-29,1,Saloon,,TOYOTA,,,CarSafe,0
5367,ID_G5R2ORV,2010-03-28,2011-03-27,,40.0,2010-03-28,1,Saloon,,TOYOTA,,,CarSafe,0
5368,ID_G5SQNFS,2010-04-11,2011-04-10,Female,33.0,2010-04-11,1,Saloon,Black,Mercedes,,,Car Classic,1
5369,ID_G5WL67K,2010-03-18,2011-03-17,Male,34.0,2010-03-18,2,Saloon,Silver,TOYOTA,OGUDU,Benue,Car Plus,1
5370,ID_G634C0Z,2010-05-29,2011-05-27,Male,41.0,2010-05-29,1,Saloon,,TOYOTA,,,CarSafe,0
5371,ID_G6C5O81,2010-07-22,2011-07-21,Male,42.0,2010-07-22,1,Saloon,,TOYOTA,,,CarSafe,0
5372,ID_G6CY9P5,2010-12-06,2011-12-05,Male,35.0,2010-12-06,1,,,nan,,,CarSafe,0
5373,ID_G6GPTUU,2010-08-01,2011-07-30,Male,40.0,2010-08-01,1,JEEP,,TOYOTA,,,Car Plus,0
5374,ID_G6N6YRQ,2010-02-04,2011-02-03,Male,50.0,2010-02-04,1,Saloon,,LIBERTY,,,CarSafe,0
5375,ID_G6O40GE,2010-10-30,2011-10-29,Male,49.0,2010-10-30,3,JEEP,,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
5376,ID_G6S3ACE,2010-01-08,2011-01-07,Male,37.0,2010-01-08,1,Saloon,,Hyundai,,,Car Classic,1
5377,ID_G6STRUL,2010-08-25,2011-08-24,Male,57.0,2010-08-25,1,JEEP,,TOYOTA,,,CarSafe,0
5378,ID_G6XR7WP,2010-10-25,2011-10-24,Male,28.0,2010-10-25,1,,,nan,,,Car Classic,0
5379,ID_G6ZZJDG,2010-03-24,2011-03-22,Female,35.0,2010-03-24,1,Saloon,Black,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
5380,ID_G78DWZO,2010-09-08,2011-09-07,Male,39.0,2010-09-08,1,,,nan,,,Car Classic,0
5381,ID_G7AMV8C,2010-03-07,2011-03-06,Male,22.0,2010-03-07,1,Saloon,Silver,TOYOTA,,,Car Classic,0
5382,ID_G7E7XO8,2010-10-25,2011-10-24,Male,30.0,2010-10-25,1,,,nan,,,CarSafe,0
5383,ID_G7GILY4,2010-06-03,2011-06-02,Male,51.0,2010-06-03,1,JEEP,Black,BMW,Benin,Edo,Car Classic,0
5384,ID_G7H87I8,2010-02-12,2011-02-11,Female,30.0,2010-02-12,2,Saloon,,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Plus,0
5385,ID_G7HOUQV,2010-05-27,2011-05-26,Male,,2010-05-27,1,Truck,,Iveco,Victoria Island,Lagos,CVTP,0
5386,ID_G7IRTED,2010-06-12,2011-06-11,Male,44.0,2010-06-12,1,Saloon,,Lexus,Victoria Island,Lagos,Car Classic,0
5387,ID_G7LJXCW,2010-12-12,2011-12-11,Female,40.0,2010-12-12,1,Saloon,White,Nissan,Lekki,Lagos,Car Classic,0
5388,ID_G7RI7EU,2010-10-24,2011-10-23,Male,40.0,2010-10-24,1,,,Lexus,Surulere,Lagos,Car Classic,0
5389,ID_G7TZCD9,2010-02-25,2011-02-24,Female,40.0,2010-02-25,1,Saloon,Black,Ford,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
5390,ID_G7VEZD5,2010-11-13,2011-11-12,Male,43.0,2010-11-13,2,,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
5391,ID_G81XMEQ,2010-02-21,2011-02-20,Male,38.0,2010-02-21,2,Saloon,,TOYOTA,Victoria Island,Lagos,CarSafe,0
5392,ID_G8E2PDP,2010-03-18,2011-03-17,Male,35.0,2010-03-18,1,Saloon,,Honda,,,CarSafe,0
5393,ID_G8F72YK,2010-11-08,2011-11-07,Female,20.0,2010-11-08,1,Saloon,,TOYOTA,,,CarSafe,0
5394,ID_G8HRRNP,2010-12-12,2011-12-11,,35.0,2010-12-12,1,Saloon,White,Mercedes,Victoria Island,Lagos,Car Classic,0
5395,ID_G8IVYE3,2010-12-19,2011-12-18,Male,45.0,2010-12-19,1,,,nan,,,CarSafe,0
5396,ID_G8NFAMS,2010-03-13,2011-03-12,Male,41.0,2010-03-13,1,Saloon,,Honda,,,CarSafe,0
5397,ID_G9AOAVN,2010-12-05,2011-06-09,Male,42.0,2010-12-05,3,JEEP,,Land Rover,Lagos Mainland,Lagos,Car Classic,1
5398,ID_G9BRR6E,2010-06-07,2011-06-06,Female,31.0,2010-06-07,1,Saloon,,TOYOTA,,,CarSafe,0
5399,ID_G9LTYG2,2010-10-07,2011-10-06,Female,55.0,2010-10-07,2,,,nan,OGUN,Ogun,CVTP,1
5400,ID_G9Q8OLW,2010-01-02,2011-01-01,Male,61.0,2010-01-02,1,Saloon,Grey,TOYOTA,Agege,Lagos,Car Classic,0
5401,ID_G9UI9BM,2010-07-12,2011-07-10,Male,40.0,2010-07-12,4,Saloon,,TOYOTA,Enugu North,Enugu-North,Car Classic,0
5402,ID_G9V1JAW,2010-05-06,2011-05-05,Male,49.0,2010-05-06,2,,Black,TOYOTA,,,Car Classic,0
5403,ID_G9VITHP,2010-03-27,2011-03-26,Male,66.0,2010-03-27,1,Saloon,,TOYOTA,Rogo,Benue,CarSafe,0
5404,ID_G9XHE1R,2010-05-17,2011-05-15,Male,44.0,2010-05-17,1,Saloon,Black,TOYOTA,,,Car Classic,0
5405,ID_GA0T1O9,2010-08-22,2011-02-20,Male,36.0,2010-08-22,1,Saloon,White,Honda,,,Car Classic,1
5406,ID_GA2ZKHE,2010-07-24,2011-07-23,Female,36.0,2010-07-24,1,Saloon,,TOYOTA,,,CarSafe,0
5407,ID_GABVNDY,2010-08-29,2011-08-28,Male,47.0,2010-08-29,1,Saloon,Black,Lexus,,,Car Classic,0
5408,ID_GADJVF3,2010-06-25,2011-06-24,Male,30.0,2010-06-25,1,Saloon,,Ford,,,CarSafe,0
5409,ID_GAH754D,2010-03-06,2011-03-05,Male,50.0,2010-03-06,2,Saloon,,Honda,,,CarSafe,0
5410,ID_GAIOHAO,2010-03-12,2011-02-09,Male,61.0,2010-03-12,1,Saloon,Black,Volkswagen,Lagelu Ogbomosho North,Lagelu-North,Car Classic,0
5411,ID_GANH4DU,2010-12-23,2011-11-24,Female,37.0,2010-12-23,1,,,Lexus,,,Car Classic,0
5412,ID_GAU57GY,2010-04-30,2011-04-29,Female,72.0,2010-04-30,1,JEEP,Black,Kia,Ojo,Benue,Car Classic,0
5413,ID_GAX1WP9,2010-03-27,2011-03-26,Male,36.0,2010-03-27,1,Saloon,Grey,TOYOTA,,,Car Classic,0
5414,ID_GAYP0LO,2010-06-17,2011-06-16,Female,40.0,2010-06-17,1,JEEP,Black,TOYOTA,,,Car Classic,0
5415,ID_GB04F3X,2010-08-09,2011-08-10,Female,35.0,2010-08-09,1,JEEP,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
5416,ID_GB6MBZW,2010-03-20,2011-03-19,Male,50.0,2010-03-20,1,Saloon,,TOYOTA,,,CarSafe,0
5417,ID_GBA1OMF,2010-03-17,2011-03-16,Female,45.0,2010-03-17,1,JEEP,Black,Honda,,,Car Classic,0
5418,ID_GBJ6FYK,2010-03-29,2011-03-28,Male,82.0,2010-03-29,1,JEEP,Black,TOYOTA,,,Car Classic,0
5419,ID_GBL7WSH,2010-06-25,2011-03-10,Female,71.0,2010-06-25,1,,,Mercedes,Lagos Mainland,Lagos,Car Classic,0
5420,ID_GBN1W6U,2010-09-10,2011-09-09,Male,54.0,2010-09-10,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
5421,ID_GBOOPBP,2010-03-01,2011-02-28,Female,33.0,2010-03-01,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
5422,ID_GBUNGR5,2010-05-30,2011-05-29,Female,37.0,2010-05-30,1,Saloon,White,Mercedes,Surulere,Lagos,Car Classic,0
5423,ID_GCAX34Z,2010-08-14,2011-08-13,,20.0,2010-08-14,3,,,TOYOTA,GBAGADA,Benue,CVTP,0
5424,ID_GCJQBOF,2010-01-10,2011-01-09,Male,36.0,2010-01-10,1,Saloon,,TOYOTA,,,CarSafe,0
5425,ID_GCKDU75,2010-02-20,2011-02-19,Female,,2010-02-20,1,Saloon,,Honda,,,CarSafe,0
5426,ID_GCN4IRY,2010-06-27,2011-06-26,Male,33.0,2010-06-27,1,Saloon,,TOYOTA,,,CarSafe,0
5427,ID_GCQAB8N,2010-11-16,2011-11-14,Male,34.0,2010-11-16,1,,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,0
5428,ID_GCRB1CE,2010-05-31,2011-05-30,Male,41.0,2010-05-31,1,JEEP,Black,Honda,,,Car Classic,0
5429,ID_GCRHVFH,2010-12-21,2011-12-20,Male,71.0,2010-12-21,1,Saloon,,TOYOTA,,,Car Classic,0
5430,ID_GD2BXDN,2010-07-02,2010-12-31,Male,54.0,2010-07-02,1,,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
5431,ID_GD5RKPM,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,,Honda,Ifako-Ijaye ,Ifako-Ijaye,CarFlex,1
5432,ID_GD5UK76,2010-03-01,2011-02-28,Female,81.0,2010-03-01,1,Saloon,,TOYOTA,Surulere,Lagos,Car Classic,0
5433,ID_GD62ASV,2010-01-21,2011-01-20,Female,77.0,2010-01-21,2,Saloon,,Hyundai,Ilorin East,Ilorin-East,CarSafe,0
5434,ID_GD6IKWW,2010-10-16,2011-04-07,Male,34.0,2010-10-16,1,,,nan,,,Car Classic,0
5435,ID_GD88MJ6,2010-05-10,2011-05-09,Male,28.0,2010-05-10,1,Saloon,Black,Nissan,,,Car Classic,0
5436,ID_GDA2IHA,2010-04-18,2011-04-17,Male,39.0,2010-04-18,1,Saloon,,TOYOTA,,,CarSafe,0
5437,ID_GDGBJF1,2010-08-08,2011-08-07,Male,40.0,2010-08-08,1,,,nan,,,Car Classic,0
5438,ID_GDH4INF,2010-05-30,2011-05-18,Male,36.0,2010-05-30,1,Saloon,Blue,TOYOTA,,,Car Classic,0
5439,ID_GDJMU1X,2010-11-25,2011-11-24,Male,74.0,2010-11-25,1,,,nan,,,Car Classic,0
5440,ID_GDPLLSN,2010-07-19,2011-07-18,Male,39.0,2010-07-19,2,Saloon,Black,TOYOTA,Surulere,Lagos,Car Classic,0
5441,ID_GDQEJ0D,2010-03-21,2011-03-20,Male,50.0,2010-03-21,2,Saloon,,TOYOTA,Lagelu Ogbomosho North,Lagelu-North,CarSafe,0
5442,ID_GDYH3BU,2010-03-29,2011-03-28,Male,44.0,2010-03-29,1,JEEP,Black,Lexus,,,Car Classic,0
5443,ID_GDZQTGU,2010-01-24,2011-01-23,Male,48.0,2010-01-24,1,Saloon,,TOYOTA,Oguta,Imo,Customized Motor,0
5444,ID_GE7R5NI,2010-12-02,2011-12-01,Female,40.0,2010-12-02,1,,,nan,,,CarSafe,0
5445,ID_GEA0IIT,2010-09-13,2011-09-12,Male,40.0,2010-09-13,1,,,nan,,,CarSafe,0
5446,ID_GEBDABI,2010-09-16,2011-09-13,Male,53.0,2010-09-16,2,JEEP,Black,Ford,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
5447,ID_GED1WEJ,2010-10-24,2011-10-23,Female,43.0,2010-10-24,1,,,nan,,,Car Plus,0
5448,ID_GELAJQJ,2010-10-03,2011-09-09,Male,41.0,2010-10-03,1,,,nan,,,Car Classic,0
5449,ID_GES0V1S,2010-08-26,2011-08-25,Male,40.0,2010-08-26,1,,,nan,,,CarSafe,0
5450,ID_GETMO6C,2010-05-05,2011-05-04,Male,35.0,2010-05-05,1,Saloon,,Ford,,,CarSafe,0
5451,ID_GF202H8,2010-12-23,2011-12-22,Male,50.0,2010-12-23,1,,,Hyundai,Warri Central,Warri-Central,Car Classic,0
5452,ID_GF3Z8J6,2010-09-17,2011-09-16,Male,,2010-09-17,1,,,nan,,,CarSafe,0
5453,ID_GF701TQ,2010-08-06,2011-08-05,Male,,2010-08-06,1,,,nan,,,CarSafe,0
5454,ID_GFE58VM,2010-02-21,2011-02-20,Male,20.0,2010-02-21,1,,Red,DAF,Shagamu,Ogun,CVTP,0
5455,ID_GFIAEYX,2010-12-07,2011-12-06,Male,39.0,2010-12-07,1,Saloon,Silver,TOYOTA,Egbeda,Benue,Car Classic,1
5456,ID_GFLITM5,2010-10-30,2011-10-29,Male,44.0,2010-10-30,1,Saloon,Black,TOYOTA,Kosofe,Benue,Car Classic,0
5457,ID_GFZITJY,2010-11-28,2011-03-09,Male,34.0,2010-11-28,1,,,nan,,,Car Classic,0
5458,ID_GG3HAAS,2010-12-06,2011-11-05,Male,34.0,2010-12-06,1,Saloon,Black,Lexus,,,Car Classic,0
5459,ID_GG64SSH,2010-02-06,2011-02-05,Female,54.0,2010-02-06,3,JEEP,Black,Kia,Victoria Island,Lagos,CarSafe,0
5460,ID_GG8NWQ5,2010-10-24,2011-04-24,Male,37.0,2010-10-24,1,Saloon,,Mitsubishi,Kosofe,Benue,Car Classic,0
5461,ID_GGC1BEK,2010-05-14,2011-05-13,Male,30.0,2010-05-14,1,Saloon,,TOYOTA,,,CarSafe,0
5462,ID_GGEXUYW,2010-02-15,2011-02-14,Joint Gender,72.0,2010-02-15,1,JEEP,Wine,TOYOTA,,,Car Classic,0
5463,ID_GGJJ0CK,2010-02-20,2011-02-19,Male,70.0,2010-02-20,1,JEEP,,Lexus,,,Car Plus,0
5464,ID_GGKJLK8,2010-05-10,2011-05-09,Female,34.0,2010-05-10,1,Saloon,Grey,TOYOTA,Surulere,Lagos,Car Classic,1
5465,ID_GGL9Z9U,2010-11-21,2011-11-20,Female,46.0,2010-11-21,1,Saloon,,TOYOTA,,,CarSafe,0
5466,ID_GGNQ25H,2010-04-17,2011-04-16,,34.0,2010-04-17,2,Saloon,White,Nissan,Surulere,Lagos,CVTP,0
5467,ID_GGR5XZH,2010-11-08,2011-11-07,Male,51.0,2010-11-08,1,JEEP,Grey,Nissan,Oshodi-Isolo,Oshodi-Isolo,Car Classic,0
5468,ID_GGXXAHP,2010-12-10,2011-12-09,Male,42.0,2010-12-10,4,,,nan,Oredo,Benue,Car Classic,0
5469,ID_GGYJRG5,2010-10-31,2011-10-30,Female,39.0,2010-10-31,1,JEEP,Black,Honda,Victoria Island,Lagos,Car Classic,1
5470,ID_GH6DVVT,2010-05-28,2011-05-27,Male,20.0,2010-05-28,1,,,Honda,Ikeja,Lagos,Car Classic,0
5471,ID_GH77VVC,2010-02-14,2011-02-13,Female,40.0,2010-02-14,1,Saloon,,Honda,,,CarSafe,0
5472,ID_GH7EY4H,2010-07-02,2011-07-01,Male,34.0,2010-07-02,1,Saloon,,TOYOTA,,,CarSafe,0
5473,ID_GHMLWIZ,2010-07-31,2011-07-30,Male,49.0,2010-07-31,1,Saloon,,Range Rover,,,CarSafe,0
5474,ID_GHVOROB,2010-04-17,2011-04-16,Male,41.0,2010-04-17,2,Saloon,Grey,Honda,Mushin,Lagos,Car Classic,1
5475,ID_GHZWV94,2010-07-04,2011-07-03,Male,40.0,2010-07-04,1,Saloon,,TOYOTA,,,CarSafe,0
5476,ID_GI0O22V,2010-02-28,2011-02-27,Male,48.0,2010-02-28,3,Saloon,,Kia,Victoria Island,Lagos,Car Classic,0
5477,ID_GI1Y1XH,2010-01-01,2010-12-31,Male,70.0,2010-01-01,1,,Black,Lexus,Surulere,Lagos,Car Classic,0
5478,ID_GI2DB28,2010-08-31,2011-08-30,Female,40.0,2010-08-31,1,Saloon,Black,TOYOTA,,,Car Classic,0
5479,ID_GI3R3YN,2010-12-05,2011-12-03,Female,36.0,2010-12-05,1,,,nan,,,CarFlex,0
5480,ID_GI6HGYU,2010-01-22,2011-01-21,Male,,2010-01-22,1,Saloon,,TOYOTA,,,CarSafe,0
5481,ID_GI6T8UH,2010-06-07,2011-06-06,Female,34.0,2010-06-07,1,Saloon,Black,Honda,Anambra East,Anambra-East,Car Classic,0
5482,ID_GIAPG0G,2010-01-09,2011-01-08,Female,54.0,2010-01-09,2,,,Range Rover,Festac,Benue,Car Classic,0
5483,ID_GIGA749,2010-12-30,2011-12-27,Female,41.0,2010-12-30,1,Saloon,Grey,Honda,,,Car Classic,1
5484,ID_GIHLSXD,2010-09-04,2011-09-03,Male,58.0,2010-09-04,1,,,nan,,,CarSafe,0
5485,ID_GIQOXRH,2010-01-14,2011-01-13,Male,43.0,2010-01-14,1,,,Hyundai,Surulere,Lagos,Car Classic,0
5486,ID_GIX70WS,2010-10-16,2011-04-20,Male,38.0,2010-10-16,1,,,nan,,,Car Classic,0
5487,ID_GJ2LKIK,2010-09-13,2011-03-13,Male,31.0,2010-09-13,1,,,nan,Ibadan South East,Ibadan-East,Car Classic,0
5488,ID_GJB7W8D,2010-08-26,2011-08-25,Joint Gender,45.0,2010-08-26,1,,,nan,,,CarSafe,0
5489,ID_GJD2UFC,2010-12-16,2011-12-15,Male,33.0,2010-12-16,1,,,nan,,,Car Classic,0
5490,ID_GJFJWND,2010-10-08,2011-10-07,Male,65.0,2010-10-08,1,JEEP,Black,TOYOTA,Uyo,Akwa-Ibom,Car Classic,0
5491,ID_GJFY6L3,2010-06-19,2011-06-18,Male,50.0,2010-06-19,1,JEEP,Black,TOYOTA,,,Car Classic,0
5492,ID_GJGFCB8,2010-01-07,2011-01-06,Male,49.0,2010-01-07,1,Saloon,,Nissan,,,CarSafe,0
5493,ID_GJK0ERQ,2010-11-21,2011-11-20,,35.0,2010-11-21,1,,,TOYOTA,Victoria Island,Lagos,Car Classic,1
5494,ID_GJM0FZQ,2010-11-07,2011-11-06,Male,36.0,2010-11-07,1,,,nan,,,CarSafe,0
5495,ID_GJU8S8H,2010-01-10,2011-01-09,Male,51.0,2010-01-10,1,Saloon,Silver,Hyundai,Central,Benue,Car Classic,0
5496,ID_GJUCADV,2010-10-16,2011-10-15,Male,50.0,2010-10-16,2,,,nan,Ikeja,Lagos,Car Classic,0
5497,ID_GJY5EHT,2010-09-30,2011-09-29,Male,51.0,2010-09-30,3,Pick Up,White,TOYOTA,Chanchaga,Benue,CVTP,0
5498,ID_GJZ4HBM,2010-09-30,2011-09-29,Male,75.0,2010-09-30,3,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
5499,ID_GK226YT,2010-08-29,2011-08-28,Male,35.0,2010-08-29,2,,Silver,TOYOTA,,,Car Classic,1
5500,ID_GK2QXZW,2010-07-11,2011-07-10,Male,75.0,2010-07-11,1,,,TOYOTA,Ilesha West,Ilesha-West,Car Classic,0
5501,ID_GKBI805,2010-02-07,2011-02-06,Male,,2010-02-07,1,Saloon,,TOYOTA,,,CarSafe,0
5502,ID_GKDB3E7,2010-07-27,2011-07-26,Male,30.0,2010-07-27,1,Saloon,Wine,TOYOTA,,,Car Classic,1
5503,ID_GKEKSIS,2010-03-04,2011-03-03,Male,40.0,2010-03-04,1,Saloon,,TOYOTA,,,CarSafe,0
5504,ID_GKGESLI,2010-04-16,2011-04-15,Male,,2010-04-16,1,Wagon,Ash,Mercedes,,,Car Classic,0
5505,ID_GKI9V69,2010-08-16,2011-08-15,Male,37.0,2010-08-16,1,,,nan,,,CarSafe,0
