,ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Make,ProductName,target
5377,ID_G6STRUL,2010-08-25,2011-08-24,Male,57.0,2010-08-25,1,JEEP,TOYOTA,CarSafe,0
5379,ID_G6ZZJDG,2010-03-24,2011-03-22,Female,35.0,2010-03-24,1,Saloon,TOYOTA,Car Classic,0
5381,ID_G7AMV8C,2010-03-07,2011-03-06,Male,22.0,2010-03-07,1,Saloon,TOYOTA,Car Classic,0
5383,ID_G7GILY4,2010-06-03,2011-06-02,Male,51.0,2010-06-03,1,JEEP,BMW,Car Classic,0
5384,ID_G7H87I8,2010-02-12,2011-02-11,Female,30.0,2010-02-12,2,Saloon,TOYOTA,Car Plus,0
5386,ID_G7IRTED,2010-06-12,2011-06-11,Male,44.0,2010-06-12,1,Saloon,Lexus,Car Classic,0
5387,ID_G7LJXCW,2010-12-12,2011-12-11,Female,40.0,2010-12-12,1,Saloon,Nissan,Car Classic,0
5389,ID_G7TZCD9,2010-02-25,2011-02-24,Female,40.0,2010-02-25,1,Saloon,Ford,Car Classic,0
5391,ID_G81XMEQ,2010-02-21,2011-02-20,Male,38.0,2010-02-21,2,Saloon,TOYOTA,CarSafe,0
5392,ID_G8E2PDP,2010-03-18,2011-03-17,Male,35.0,2010-03-18,1,Saloon,Honda,CarSafe,0
5393,ID_G8F72YK,2010-11-08,2011-11-07,Female,20.0,2010-11-08,1,Saloon,TOYOTA,CarSafe,0
5396,ID_G8NFAMS,2010-03-13,2011-03-12,Male,41.0,2010-03-13,1,Saloon,Honda,CarSafe,0
5397,ID_G9AOAVN,2010-12-05,2011-06-09,Male,42.0,2010-12-05,3,JEEP,Land Rover,Car Classic,1
5398,ID_G9BRR6E,2010-06-07,2011-06-06,Female,31.0,2010-06-07,1,Saloon,TOYOTA,CarSafe,0
5400,ID_G9Q8OLW,2010-01-02,2011-01-01,Male,61.0,2010-01-02,1,Saloon,TOYOTA,Car Classic,0
5401,ID_G9UI9BM,2010-07-12,2011-07-10,Male,40.0,2010-07-12,4,Saloon,TOYOTA,Car Classic,0
5403,ID_G9VITHP,2010-03-27,2011-03-26,Male,66.0,2010-03-27,1,Saloon,TOYOTA,CarSafe,0
5404,ID_G9XHE1R,2010-05-17,2011-05-15,Male,44.0,2010-05-17,1,Saloon,TOYOTA,Car Classic,0
5405,ID_GA0T1O9,2010-08-22,2011-02-20,Male,36.0,2010-08-22,1,Saloon,Honda,Car Classic,1
5406,ID_GA2ZKHE,2010-07-24,2011-07-23,Female,36.0,2010-07-24,1,Saloon,TOYOTA,CarSafe,0
5407,ID_GABVNDY,2010-08-29,2011-08-28,Male,47.0,2010-08-29,1,Saloon,Lexus,Car Classic,0
5408,ID_GADJVF3,2010-06-25,2011-06-24,Male,30.0,2010-06-25,1,Saloon,Ford,CarSafe,0
5409,ID_GAH754D,2010-03-06,2011-03-05,Male,50.0,2010-03-06,2,Saloon,Honda,CarSafe,0
5410,ID_GAIOHAO,2010-03-12,2011-02-09,Male,61.0,2010-03-12,1,Saloon,Volkswagen,Car Classic,0
5412,ID_GAU57GY,2010-04-30,2011-04-29,Female,72.0,2010-04-30,1,JEEP,Kia,Car Classic,0
5413,ID_GAX1WP9,2010-03-27,2011-03-26,Male,36.0,2010-03-27,1,Saloon,TOYOTA,Car Classic,0
5414,ID_GAYP0LO,2010-06-17,2011-06-16,Female,40.0,2010-06-17,1,JEEP,TOYOTA,Car Classic,0
5415,ID_GB04F3X,2010-08-09,2011-08-10,Female,35.0,2010-08-09,1,JEEP,TOYOTA,Car Classic,0
5416,ID_GB6MBZW,2010-03-20,2011-03-19,Male,50.0,2010-03-20,1,Saloon,TOYOTA,CarSafe,0
5417,ID_GBA1OMF,2010-03-17,2011-03-16,Female,45.0,2010-03-17,1,JEEP,Honda,Car Classic,0
5418,ID_GBJ6FYK,2010-03-29,2011-03-28,Male,82.0,2010-03-29,1,JEEP,TOYOTA,Car Classic,0
5420,ID_GBN1W6U,2010-09-10,2011-09-09,Male,54.0,2010-09-10,1,Saloon,TOYOTA,Car Classic,0
5421,ID_GBOOPBP,2010-03-01,2011-02-28,Female,33.0,2010-03-01,1,Saloon,TOYOTA,Car Classic,0
5422,ID_GBUNGR5,2010-05-30,2011-05-29,Female,37.0,2010-05-30,1,Saloon,Mercedes,Car Classic,0
5424,ID_GCJQBOF,2010-01-10,2011-01-09,Male,36.0,2010-01-10,1,Saloon,TOYOTA,CarSafe,0
5426,ID_GCN4IRY,2010-06-27,2011-06-26,Male,33.0,2010-06-27,1,Saloon,TOYOTA,CarSafe,0
5428,ID_GCRB1CE,2010-05-31,2011-05-30,Male,41.0,2010-05-31,1,JEEP,Honda,Car Classic,0
5429,ID_GCRHVFH,2010-12-21,2011-12-20,Male,71.0,2010-12-21,1,Saloon,TOYOTA,Car Classic,0
5431,ID_GD5RKPM,2010-11-18,2011-11-17,Male,46.0,2010-11-18,1,Saloon,Honda,CarFlex,1
5432,ID_GD5UK76,2010-03-01,2011-02-28,Female,81.0,2010-03-01,1,Saloon,TOYOTA,Car Classic,0
5433,ID_GD62ASV,2010-01-21,2011-01-20,Female,77.0,2010-01-21,2,Saloon,Hyundai,CarSafe,0
5435,ID_GD88MJ6,2010-05-10,2011-05-09,Male,28.0,2010-05-10,1,Saloon,Nissan,Car Classic,0
5436,ID_GDA2IHA,2010-04-18,2011-04-17,Male,39.0,2010-04-18,1,Saloon,TOYOTA,CarSafe,0
5438,ID_GDH4INF,2010-05-30,2011-05-18,Male,36.0,2010-05-30,1,Saloon,TOYOTA,Car Classic,0
5440,ID_GDPLLSN,2010-07-19,2011-07-18,Male,39.0,2010-07-19,2,Saloon,TOYOTA,Car Classic,0
5441,ID_GDQEJ0D,2010-03-21,2011-03-20,Male,50.0,2010-03-21,2,Saloon,TOYOTA,CarSafe,0
5442,ID_GDYH3BU,2010-03-29,2011-03-28,Male,44.0,2010-03-29,1,JEEP,Lexus,Car Classic,0
5443,ID_GDZQTGU,2010-01-24,2011-01-23,Male,48.0,2010-01-24,1,Saloon,TOYOTA,Customized Motor,0
5446,ID_GEBDABI,2010-09-16,2011-09-13,Male,53.0,2010-09-16,2,JEEP,Ford,Car Classic,0
5450,ID_GETMO6C,2010-05-05,2011-05-04,Male,35.0,2010-05-05,1,Saloon,Ford,CarSafe,0
5455,ID_GFIAEYX,2010-12-07,2011-12-06,Male,39.0,2010-12-07,1,Saloon,TOYOTA,Car Classic,1
5456,ID_GFLITM5,2010-10-30,2011-10-29,Male,44.0,2010-10-30,1,Saloon,TOYOTA,Car Classic,0
5458,ID_GG3HAAS,2010-12-06,2011-11-05,Male,34.0,2010-12-06,1,Saloon,Lexus,Car Classic,0
5459,ID_GG64SSH,2010-02-06,2011-02-05,Female,54.0,2010-02-06,3,JEEP,Kia,CarSafe,0
5460,ID_GG8NWQ5,2010-10-24,2011-04-24,Male,37.0,2010-10-24,1,Saloon,Mitsubishi,Car Classic,0
5461,ID_GGC1BEK,2010-05-14,2011-05-13,Male,30.0,2010-05-14,1,Saloon,TOYOTA,CarSafe,0
5462,ID_GGEXUYW,2010-02-15,2011-02-14,Joint Gender,72.0,2010-02-15,1,JEEP,TOYOTA,Car Classic,0
5463,ID_GGJJ0CK,2010-02-20,2011-02-19,Male,70.0,2010-02-20,1,JEEP,Lexus,Car Plus,0
5464,ID_GGKJLK8,2010-05-10,2011-05-09,Female,34.0,2010-05-10,1,Saloon,TOYOTA,Car Classic,1
5465,ID_GGL9Z9U,2010-11-21,2011-11-20,Female,46.0,2010-11-21,1,Saloon,TOYOTA,CarSafe,0
5467,ID_GGR5XZH,2010-11-08,2011-11-07,Male,51.0,2010-11-08,1,JEEP,Nissan,Car Classic,0
5469,ID_GGYJRG5,2010-10-31,2011-10-30,Female,39.0,2010-10-31,1,JEEP,Honda,Car Classic,1
5471,ID_GH77VVC,2010-02-14,2011-02-13,Female,40.0,2010-02-14,1,Saloon,Honda,CarSafe,0
5472,ID_GH7EY4H,2010-07-02,2011-07-01,Male,34.0,2010-07-02,1,Saloon,TOYOTA,CarSafe,0
5473,ID_GHMLWIZ,2010-07-31,2011-07-30,Male,49.0,2010-07-31,1,Saloon,Range Rover,CarSafe,0
5474,ID_GHVOROB,2010-04-17,2011-04-16,Male,41.0,2010-04-17,2,Saloon,Honda,Car Classic,1
5475,ID_GHZWV94,2010-07-04,2011-07-03,Male,40.0,2010-07-04,1,Saloon,TOYOTA,CarSafe,0
5476,ID_GI0O22V,2010-02-28,2011-02-27,Male,48.0,2010-02-28,3,Saloon,Kia,Car Classic,0
5478,ID_GI2DB28,2010-08-31,2011-08-30,Female,40.0,2010-08-31,1,Saloon,TOYOTA,Car Classic,0
5481,ID_GI6T8UH,2010-06-07,2011-06-06,Female,34.0,2010-06-07,1,Saloon,Honda,Car Classic,0
5483,ID_GIGA749,2010-12-30,2011-12-27,Female,41.0,2010-12-30,1,Saloon,Honda,Car Classic,1
5490,ID_GJFJWND,2010-10-08,2011-10-07,Male,65.0,2010-10-08,1,JEEP,TOYOTA,Car Classic,0
5491,ID_GJFY6L3,2010-06-19,2011-06-18,Male,50.0,2010-06-19,1,JEEP,TOYOTA,Car Classic,0
5492,ID_GJGFCB8,2010-01-07,2011-01-06,Male,49.0,2010-01-07,1,Saloon,Nissan,CarSafe,0
5495,ID_GJU8S8H,2010-01-10,2011-01-09,Male,51.0,2010-01-10,1,Saloon,Hyundai,Car Classic,0
5497,ID_GJY5EHT,2010-09-30,2011-09-29,Male,51.0,2010-09-30,3,Pick Up,TOYOTA,CVTP,0
5498,ID_GJZ4HBM,2010-09-30,2011-09-29,Male,75.0,2010-09-30,3,Saloon,TOYOTA,Car Classic,0
5502,ID_GKDB3E7,2010-07-27,2011-07-26,Male,30.0,2010-07-27,1,Saloon,TOYOTA,Car Classic,1
5503,ID_GKEKSIS,2010-03-04,2011-03-03,Male,40.0,2010-03-04,1,Saloon,TOYOTA,CarSafe,0
5506,ID_GKPQ1VQ,2010-01-27,2011-01-26,Male,51.0,2010-01-27,1,Saloon,Kia,Car Classic,0
5507,ID_GKROMRM,2010-02-13,2011-02-12,Male,35.0,2010-02-13,1,Saloon,TOYOTA,Car Classic,0
5510,ID_GKY3ID6,2010-06-11,2011-06-10,Male,34.0,2010-06-11,1,Saloon,TOYOTA,Car Classic,1
5512,ID_GL8N7PF,2010-11-13,2011-11-12,Female,36.0,2010-11-13,1,Saloon,TOYOTA,CarFlex,1
5514,ID_GLLBVDU,2010-05-15,2011-05-14,Female,34.0,2010-05-15,1,JEEP,Lexus,Car Plus,0
5515,ID_GLO3B48,2010-03-28,2011-03-27,Male,50.0,2010-03-28,1,Saloon,TOYOTA,CarSafe,0
5516,ID_GLO5HQF,2010-04-05,2011-04-04,Female,32.0,2010-04-05,3,Saloon,TOYOTA,Car Classic,1
5517,ID_GLQX7Y8,2010-01-29,2011-01-28,Male,41.0,2010-01-29,1,Saloon,Lexus,CarSafe,0
5518,ID_GLRSW0M,2010-02-05,2011-02-04,Male,37.0,2010-02-05,1,Saloon,Honda,Car Classic,0
5519,ID_GLVOR05,2010-02-19,2011-02-18,Male,50.0,2010-02-19,1,Saloon,TOYOTA,CarSafe,0
5520,ID_GLZ7H0X,2010-06-25,2011-06-24,Male,42.0,2010-06-25,2,Saloon,TOYOTA,CarSafe,0
5523,ID_GM3TIV9,2010-02-20,2011-02-19,Male,52.0,2010-02-20,1,Saloon,TOYOTA,CarSafe,0
5524,ID_GMKZ0WL,2010-03-22,2011-03-21,Female,30.0,2010-03-22,1,Saloon,TOYOTA,CarSafe,0
5526,ID_GMSGXK6,2010-01-08,2011-01-07,Male,54.0,2010-01-08,1,Saloon,TOYOTA,Car Classic,1
5528,ID_GMXVRBQ,2010-05-02,2011-05-01,Female,33.0,2010-05-02,1,Saloon,TOYOTA,CarSafe,0
5529,ID_GN0GGDF,2010-03-29,2011-03-28,Male,37.0,2010-03-29,1,Saloon,Nissan,CarSafe,0
5532,ID_GN85E2W,2010-01-29,2011-01-28,Female,44.0,2010-01-29,1,JEEP,Hyundai,Car Classic,0
5535,ID_GNHE9DQ,2010-07-09,2011-06-30,Female,46.0,2010-07-09,4,JEEP,Honda,Car Classic,0
5536,ID_GNI82VS,2010-09-04,2011-09-03,Female,50.0,2010-09-04,1,JEEP,Infiniti,Car Classic,0
5537,ID_GNNLBZR,2010-01-29,2011-01-28,Female,50.0,2010-01-29,1,Saloon,TOYOTA,CarSafe,0
5539,ID_GNT6Z1X,2010-08-30,2011-08-29,Female,44.0,2010-08-30,1,JEEP,TOYOTA,Car Classic,0
5540,ID_GNUQKPT,2010-07-30,2011-07-28,Male,52.0,2010-07-30,1,JEEP,TOYOTA,CarSafe,0
5541,ID_GNYO7TM,2010-03-01,2011-03-01,Male,35.0,2010-03-01,1,Saloon,TOYOTA,CarSafe,0
5542,ID_GO2JKU0,2010-04-09,2011-04-07,Male,57.0,2010-04-09,1,JEEP,TOYOTA,CarSafe,0
5543,ID_GO3NGSF,2010-10-08,2011-02-05,Female,39.0,2010-10-08,2,Saloon,TOYOTA,Car Classic,0
5545,ID_GOAGVF4,2010-02-28,2011-02-27,Male,47.0,2010-02-28,2,Saloon,TOYOTA,CarSafe,0
5548,ID_GP0YQ37,2010-07-11,2011-07-09,Male,42.0,2010-07-11,2,Saloon,TOYOTA,Car Plus,0
5550,ID_GPGEGXA,2010-08-03,2011-08-01,Male,36.0,2010-08-03,1,Saloon,Hyundai,CarSafe,0
5551,ID_GPHEAFT,2010-07-16,2011-07-15,Male,38.0,2010-07-16,1,Saloon,Honda,CarSafe,0
5552,ID_GPVTTWS,2010-10-04,2011-10-03,Female,50.0,2010-10-04,1,JEEP,TOYOTA,Car Classic,0
5554,ID_GQ0R6JL,2010-08-01,2011-07-31,Male,50.0,2010-08-01,1,Saloon,TOYOTA,CarSafe,0
5555,ID_GQ2HJN7,2010-09-25,2011-09-24,Female,40.0,2010-09-25,1,JEEP,TOYOTA,Car Classic,0
5556,ID_GQ3Z45I,2010-01-26,2011-01-25,Female,48.0,2010-01-26,1,Saloon,Honda,Car Classic,0
5558,ID_GQ6PTQL,2010-06-27,2011-06-26,Male,40.0,2010-06-27,1,Saloon,TOYOTA,Car Classic,0
5559,ID_GQ9RES6,2010-01-07,2011-01-06,Female,44.0,2010-01-07,1,Saloon,Kia,Car Classic,0
5560,ID_GQFFP8F,2010-07-31,2011-07-30,Male,40.0,2010-07-31,1,Saloon,Honda,CarSafe,0
5563,ID_GQLQJJV,2010-01-03,2011-01-02,Male,38.0,2010-01-03,2,Saloon,Nissan,Car Classic,0
5564,ID_GQNWOPC,2010-11-10,2011-11-09,Female,36.0,2010-11-10,1,Saloon,TOYOTA,Car Classic,1
5567,ID_GR5NNWB,2010-02-08,2011-02-07,Female,50.0,2010-02-08,2,JEEP,Lexus,Customized Motor,0
5569,ID_GRDIO99,2010-05-02,2011-05-01,Male,56.0,2010-05-02,3,Saloon,TOYOTA,Car Classic,1
5570,ID_GRQJR2H,2010-07-24,2011-07-23,Female,41.0,2010-07-24,1,Saloon,Kia,CarSafe,0
5574,ID_GSM2NN0,2010-05-07,2011-05-06,Male,53.0,2010-05-07,1,Saloon,TOYOTA,Car Classic,0
5576,ID_GSSM46G,2010-07-24,2011-07-23,Female,40.0,2010-07-24,1,Saloon,Mercedes,CarSafe,0
5577,ID_GSVH4CD,2010-05-07,2011-05-06,Male,31.0,2010-05-07,1,Saloon,Skoda,CarSafe,0
5578,ID_GSY12UF,2010-05-25,2011-05-24,Female,62.0,2010-05-25,3,JEEP,TOYOTA,Car Classic,0
5579,ID_GT4PBRT,2010-12-19,2011-12-18,Male,47.0,2010-12-19,2,JEEP,Honda,Car Classic,0
5580,ID_GT730W0,2010-11-01,2011-07-17,Male,26.0,2010-11-01,1,Saloon,Honda,Car Classic,0
5581,ID_GT9CNC4,2010-02-18,2011-02-17,Male,60.0,2010-02-18,1,JEEP,ACURA,Car Plus,0
5582,ID_GTH9YVC,2010-07-05,2011-07-04,Male,66.0,2010-07-05,3,Saloon,Nissan,CarSafe,0
5585,ID_GTSU2UG,2010-01-11,2011-01-10,Joint Gender,60.0,2010-01-11,1,Saloon,TOYOTA,Car Classic,0
5587,ID_GTUV0P8,2010-01-12,2011-01-11,Female,60.0,2010-01-12,2,Saloon,Hyundai,Car Classic,0
5588,ID_GTXHSYR,2010-06-27,2011-06-26,Male,40.0,2010-06-27,1,Saloon,TOYOTA,CarSafe,0
5591,ID_GUPDD36,2010-08-02,2011-02-02,Male,34.0,2010-08-02,1,Saloon,TOYOTA,CarFlex,0
5592,ID_GUTW9OD,2010-10-02,2011-10-01,Male,40.0,2010-10-02,2,Saloon,TOYOTA,Car Classic,0
5597,ID_GVMC6J7,2010-03-06,2011-03-05,Female,39.0,2010-03-06,1,Saloon,TOYOTA,CarSafe,0
5598,ID_GVUMQNU,2010-01-25,2011-01-24,Male,53.0,2010-01-25,1,Saloon,TOYOTA,Car Classic,0
5599,ID_GVXODYF,2010-02-08,2011-02-07,Female,46.0,2010-02-08,1,Saloon,Honda,Car Classic,0
5600,ID_GW12UCA,2010-01-17,2011-01-16,Male,42.0,2010-01-17,3,Saloon,Nissan,Car Classic,1
5602,ID_GW2JHDV,2010-02-14,2011-02-13,Male,48.0,2010-02-14,2,Saloon,TOYOTA,CarSafe,0
5603,ID_GW5RGFV,2010-05-16,2011-05-15,Male,33.0,2010-05-16,1,JEEP,TOYOTA,Car Classic,0
5604,ID_GWB7YLL,2010-02-07,2011-02-06,Male,72.0,2010-02-07,1,JEEP,TOYOTA,CarFlex,0
5605,ID_GWBWLM8,2010-07-02,2010-12-31,Male,54.0,2010-07-02,1,JEEP,TOYOTA,Customized Motor,0
5607,ID_GWN3A55,2010-03-31,2011-03-30,Male,57.0,2010-03-31,2,Saloon,Honda,Car Classic,0
5608,ID_GWPAP3Y,2010-01-10,2011-01-09,Male,31.0,2010-01-10,1,Saloon,Honda,CarSafe,0
5609,ID_GWPU7RK,2010-07-01,2011-06-30,Female,34.0,2010-07-01,1,Saloon,TOYOTA,CarSafe,0
5612,ID_GX01BW2,2010-02-01,2011-01-31,Male,36.0,2010-02-01,1,Saloon,TOYOTA,Car Classic,1
5613,ID_GX3QJLZ,2010-11-08,2011-11-07,Male,68.0,2010-11-08,1,Saloon,TOYOTA,CarSafe,0
5614,ID_GX4886I,2010-01-29,2011-01-28,Male,55.0,2010-01-29,1,JEEP,Lexus,Car Classic,0
5616,ID_GX9XNL9,2010-03-15,2011-03-06,Male,27.0,2010-03-15,2,Saloon,Lexus,Car Classic,1
5619,ID_GXEWZ89,2010-07-08,2011-07-07,Male,41.0,2010-07-08,1,Saloon,Lexus,Car Classic,0
5620,ID_GXHFI2X,2010-09-13,2011-09-12,Female,64.0,2010-09-13,1,JEEP,TOYOTA,Car Classic,0
5621,ID_GXIJBAO,2010-11-08,2011-11-07,Female,34.0,2010-11-08,1,Saloon,TOYOTA,Car Classic,0
5622,ID_GXVG0Y2,2010-05-08,2011-05-07,Female,50.0,2010-05-08,1,Saloon,Opel,Car Classic,0
5623,ID_GXX06FR,2010-06-13,2011-06-12,Male,74.0,2010-06-13,1,JEEP,Kia,Customized Motor,0
5624,ID_GXX445A,2010-03-22,2011-03-21,Male,20.0,2010-03-22,1,Saloon,TOYOTA,CarSafe,0
5625,ID_GY1W88W,2010-02-10,2011-02-09,Joint Gender,64.0,2010-02-10,2,JEEP,Honda,Car Classic,0
5627,ID_GY3XU2V,2010-11-16,2011-11-15,Female,33.0,2010-11-16,2,Saloon,TOYOTA,CarSafe,0
5628,ID_GY83BKJ,2010-05-28,2011-05-27,Male,35.0,2010-05-28,1,Saloon,Honda,Car Classic,1
5634,ID_GYQKCBL,2010-10-07,2011-04-07,Male,39.0,2010-10-07,1,Saloon,Honda,CarFlex,0
5637,ID_GYZYJCN,2010-03-27,2011-03-26,Male,65.0,2010-03-27,1,Saloon,Mercedes,CarSafe,0
5638,ID_GZ2WG6F,2010-05-07,2011-05-06,Female,31.0,2010-05-07,1,JEEP,Hyundai,Car Classic,0
5641,ID_GZC3CQX,2010-11-20,2011-02-20,Male,36.0,2010-11-20,1,Saloon,Honda,CarFlex,0
5642,ID_GZHRF62,2010-07-15,2011-07-14,Female,30.0,2010-07-15,1,Saloon,TOYOTA,CarSafe,0
5643,ID_GZPEXJB,2010-12-13,2011-12-12,Female,38.0,2010-12-13,1,Saloon,TOYOTA,Car Classic,0
5644,ID_GZSEM4L,2010-02-21,2011-02-20,Male,42.0,2010-02-21,1,Saloon,TOYOTA,CarSafe,0
5645,ID_GZSIL74,2010-09-13,2011-09-12,Male,39.0,2010-09-13,1,Saloon,Honda,Car Plus,1
5646,ID_GZZYMFI,2010-07-19,2011-07-17,Male,41.0,2010-07-19,1,Saloon,TOYOTA,CarSafe,0
5647,ID_GZZYRSN,2010-02-22,2011-02-21,Male,54.0,2010-02-22,1,Saloon,Honda,CarSafe,0
5651,ID_H05TCJ7,2010-11-01,2011-02-09,Male,42.0,2010-11-01,1,JEEP,Hyundai,Car Classic,0
5652,ID_H096ZDR,2010-04-18,2011-04-17,Male,27.0,2010-04-18,1,Saloon,TOYOTA,CarFlex,1
5653,ID_H09Z1UF,2010-01-23,2011-01-22,Male,41.0,2010-01-23,1,Saloon,Mercedes,CarSafe,0
5655,ID_H0L1KU4,2010-01-17,2011-01-16,Male,41.0,2010-01-17,2,Saloon,TOYOTA,CarFlex,0
5656,ID_H0RX4KU,2010-07-12,2011-07-11,Male,40.0,2010-07-12,1,Saloon,TOYOTA,CarSafe,1
5657,ID_H0T8T7K,2010-12-15,2011-12-14,Female,62.0,2010-12-15,1,JEEP,TOYOTA,CarFlex,0
5661,ID_H12UGQX,2010-05-28,2011-05-27,Male,50.0,2010-05-28,1,Saloon,TOYOTA,Car Classic,0
5664,ID_H1IQPB2,2010-06-14,2011-06-13,Male,43.0,2010-06-14,1,Saloon,TOYOTA,Car Classic,0
5665,ID_H1J04UI,2010-12-19,2011-12-18,Female,38.0,2010-12-19,1,JEEP,TOYOTA,Car Classic,0
5666,ID_H1J1X47,2010-08-02,2011-07-06,Female,40.0,2010-08-02,1,Saloon,TOYOTA,Car Classic,0
5667,ID_H1N7H0T,2010-01-11,2011-01-10,Female,39.0,2010-01-11,1,JEEP,Lexus,Car Classic,0
5668,ID_H1QD906,2010-12-25,2011-12-24,Male,40.0,2010-12-25,1,Saloon,TOYOTA,CarSafe,0
5671,ID_H1TWMRO,2010-05-15,2011-01-04,Male,37.0,2010-05-15,2,Saloon,Kia,Car Classic,0
5672,ID_H1WYWS7,2010-04-26,2011-04-25,Male,46.0,2010-04-26,2,Bus,TOYOTA,CVTP,0
5673,ID_H1ZPL5J,2010-04-30,2011-04-29,Male,41.0,2010-04-30,1,JEEP,Lexus,Car Classic,0
5674,ID_H22E0Y4,2010-10-23,2011-04-22,Male,29.0,2010-10-23,1,Saloon,TOYOTA,Car Classic,0
5675,ID_H26IAUO,2010-05-11,2011-05-10,Female,47.0,2010-05-11,1,JEEP,TOYOTA,Car Classic,1
5676,ID_H290RBQ,2010-11-12,2011-11-11,Male,34.0,2010-11-12,1,Saloon,TOYOTA,CarFlex,1
5677,ID_H2CAEWT,2010-08-28,2011-08-27,Female,38.0,2010-08-28,1,Saloon,TOYOTA,Car Classic,0
5678,ID_H2HDAM4,2010-10-03,2011-10-02,Female,34.0,2010-10-03,1,Saloon,TOYOTA,Car Classic,0
5679,ID_H2JYFHR,2010-07-30,2011-07-29,Male,28.0,2010-07-30,1,Saloon,TOYOTA,Car Plus,1
5680,ID_H2JZP41,2010-02-06,2011-02-05,Female,40.0,2010-02-06,1,JEEP,TOYOTA,Car Classic,1
5681,ID_H2O2JL9,2010-02-16,2011-02-15,Female,50.0,2010-02-16,1,Saloon,Volkswagen,CarSafe,0
5682,ID_H2RKYL7,2010-10-28,2011-10-27,Male,50.0,2010-10-28,1,JEEP,Ford,Car Classic,0
5683,ID_H2U9BEI,2010-04-02,2011-04-01,Male,43.0,2010-04-02,1,JEEP,Lexus,Car Classic,0
5684,ID_H2WFMJP,2010-03-01,2011-03-01,Male,44.0,2010-03-01,1,Saloon,TOYOTA,CarSafe,0
5685,ID_H33NCU9,2010-08-01,2011-07-31,Male,44.0,2010-08-01,1,Saloon,TOYOTA,CarSafe,0
5686,ID_H35LQEK,2010-11-27,2011-10-17,Female,60.0,2010-11-27,1,JEEP,TOYOTA,Car Classic,0
5687,ID_H37FNUP,2010-02-12,2011-02-11,Female,76.0,2010-02-12,1,Saloon,Kia,Car Classic,0
5688,ID_H3FWV6R,2010-03-13,2011-03-12,Female,50.0,2010-03-13,1,Saloon,TOYOTA,CarSafe,0
5689,ID_H3H93NU,2010-04-01,2011-03-31,Male,45.0,2010-04-01,1,Saloon,TOYOTA,Car Classic,1
5690,ID_H3J7VI2,2010-06-27,2011-06-26,Female,38.0,2010-06-27,1,Saloon,Honda,Car Plus,0
5693,ID_H3RUX4X,2010-05-31,2011-05-28,Male,36.0,2010-05-31,1,Saloon,TOYOTA,Car Classic,0
5694,ID_H3UFXK7,2010-04-15,2011-04-14,Female,27.0,2010-04-15,1,Saloon,TOYOTA,Car Classic,1
5695,ID_H3WHY1M,2010-05-28,2011-01-30,Male,46.0,2010-05-28,3,Saloon,Hyundai,Car Classic,0
5697,ID_H42TGZ6,2010-02-08,2011-02-07,Male,50.0,2010-02-08,1,Saloon,TOYOTA,CarSafe,0
5698,ID_H44EFDU,2010-01-04,2011-01-03,Male,40.0,2010-01-04,1,JEEP,Lexus,Car Classic,0
5699,ID_H45SNJO,2010-02-15,2011-02-14,Female,45.0,2010-02-15,1,JEEP,TOYOTA,Car Classic,0
5700,ID_H487R9E,2010-07-29,2011-07-28,Female,41.0,2010-07-29,1,Saloon,TOYOTA,Car Classic,0
5701,ID_H4BVM99,2010-08-20,2011-08-19,Female,57.0,2010-08-20,1,Saloon,TOYOTA,CarSafe,0
5702,ID_H4DT4TM,2010-01-18,2011-01-17,Male,38.0,2010-01-18,1,JEEP,Mercedes,Car Classic,1
5704,ID_H4G58ZB,2010-01-24,2011-01-23,Male,31.0,2010-01-24,1,Saloon,TOYOTA,CarSafe,0
5706,ID_H4O9MF2,2010-07-24,2011-07-23,Male,28.0,2010-07-24,1,Saloon,Mercedes,Car Classic,0
5708,ID_H4RE722,2010-06-24,2011-06-23,Male,58.0,2010-06-24,1,Saloon,Lexus,CarSafe,0
5710,ID_H4UQXUB,2010-07-10,2011-07-09,Male,31.0,2010-07-10,1,Saloon,Lexus,CarSafe,0
5712,ID_H4WFAGQ,2010-02-19,2011-02-18,Male,50.0,2010-02-19,1,Saloon,Honda,CarSafe,0
5715,ID_H51Y2BJ,2010-04-24,2011-04-23,Male,40.0,2010-04-24,1,Saloon,TOYOTA,CarSafe,0
5718,ID_H5A0ZXP,2010-06-26,2011-06-25,Male,53.0,2010-06-26,1,Saloon,TOYOTA,CarSafe,0
5719,ID_H5BSFX6,2010-07-03,2011-07-02,Male,38.0,2010-07-03,1,Saloon,Hyundai,Car Classic,0
5720,ID_H5FC14N,2010-06-14,2011-06-13,Male,36.0,2010-06-14,1,Saloon,Ford,CarSafe,0
5721,ID_H5I85XG,2010-07-12,2011-07-11,Male,41.0,2010-07-12,1,Saloon,Honda,CarSafe,0
5722,ID_H5O5T20,2010-09-25,2011-09-24,Male,40.0,2010-09-25,1,Saloon,TOYOTA,Car Classic,0
5723,ID_H5OC0AF,2010-07-11,2011-07-10,Female,31.0,2010-07-11,1,Saloon,Honda,CarSafe,0
5724,ID_H5RRY6O,2010-02-26,2011-02-25,Male,39.0,2010-02-26,1,Saloon,TOYOTA,CarSafe,0
